0.967741935,0.285714286,1.028225806,0.040816327,1.088709677,0.028571429
1.451612903,0.408163265,2.358870968,0.346938776,1.512096774,0.040816327
2.298387097,0.571428571,2.358870968,0.346938776,2.116935484,0.044897959
3.266129032,0.673469388,3.326612903,0.551020408,2.721774194,0.03877551
3.991935484,0.755102041,4.959677419,0.918367347,3.326612903,0.026530612
4.838709677,0.775510204,5.987903226,1.020408163,3.870967742,0.020408163
5.504032258,0.775510204,7.197580645,1.12244898,4.415322581,0.012244898
6.592741935,0.795918367,8.407258065,1.224489796,4.959677419,0.006122449
7.620967742,0.775510204,10.28225806,1.306122449,5.564516129,0.004081633
8.528225806,0.734693878,12.45967742,1.367346939,6.350806452,0.010204082
9.798387097,0.693877551,13.85080645,1.387755102,7.016129032,0.016326531
11.37096774,0.632653061,14.63709677,1.387755102,7.983870968,0.02244898
14.51612903,0.5,0,0,8.891129032,0.026530612
0,0,0,0,9.97983871,0.026530612
0,0,0,0,11.12903226,0.026530612
0,0,0,0,12.15725806,0.024489796
0,0,0,0,13.00403226,0.026530612
0,0,0,0,13.00403226,0.026530612
0,0,0,0,14.03225806,0.026530612
0,0,0,0,14.5766129,0.026530612
