1.020151134,0.046728972,1.397984887,0,4.053403285,0.012372022
2.380352645,0.252336449,2.304785894,0.092592593,4.812168432,0.200771294
4.118387909,0.476635514,3.438287154,0.222222222,5.876906211,0.855235597
6.234256927,0.85046729,4.345088161,0.574074074,6.415441536,2.159231055
6.763224181,1.018691589,4.949622166,0.87037037,6.730223362,4.020672239
6.989924433,1.299065421,5.780856423,1.240740741,6.898772586,6.718869291
7.065491184,0.887850467,6.687657431,1.388888889,6.989213633,9.044731124
7.065491184,0.420560748,7.972292191,1.333333333,6.995086428,9.974981892
7.141057935,0.028037383,10.08816121,1.240740741,7.298122663,9.975921539
7.216624685,0.607476636,12.65743073,1.166666667,7.369183486,9.231955837
7.367758186,0.831775701,14.62216625,1.12962963,7.362136131,8.115654915
7.972292191,1,0,0,7.424975041,6.069338136
9.0302267,1.168224299,0,0,7.712742008,3.651625785
10.46599496,1.373831776,0,0,8.309418006,2.165103851
12.05289673,1.579439252,0,0,9.365346593,1.424192001
13.94206549,1.822429907,0,0,10.95452499,1.150049919
14.5465995,1.878504673,0,0,13.37705303,0.878491866
0,0,0,0,14.66495703,0.882485367
