0.224409075,0.30591716,0.404255319,0.763995272,0.180851064,0.189380531
0.352877891,0.302366864,0.79787234,0.456891253,0.521276596,0.157522124
0.460209474,0.291715976,1.20212766,0.243108747,0.776595745,0.104424779
0.782330791,0.256213018,1.595744681,0.140449173,1.180851064,0.044247788
1.169382654,0.199408284,2,0.086666667,1.563829787,0.024778761
1.576938898,0.167455621,2.393617021,0.046229314,1.989361702,0.012389381
1.984242002,0.14260355,2.79787234,0.036891253,2.393617021,0.003539823
2.369775021,0.128402367,3.191489362,0.027565012,0,0
2.776571844,0.117751479,0,0,0,0
3.183368668,0.107100592,0,0,0,0
3.59003892,0.1,0,0,0,0
3.975445369,0.089349112,0,0,0,0
