0.224,0.666820741,0.385026738,0.772893642,0.124569222,0.135555556
0.373333333,0.800248889,0.770053476,0.479132501,0.481431967,0.228888889
0.485333333,0.853653333,1.176470588,0.256458705,0.707694593,0.22
0.746666667,0.800485926,1.582887701,0.149340463,1.088680927,0.184444444
1.157333333,0.631857778,1.989304813,0.095555556,1.506684492,0.151111111
1.568,0.507674074,2.417112299,0.050635769,1.922192513,0.131111111
1.941333333,0.4368,2.759358289,0.041366607,2.336868687,0.115555556
2.352,0.383727407,3.187165775,0.040891266,2.714527629,0.097777778
2.762666667,0.348432593,0,0,3.129619727,0.08
3.136,0.322002963,0,0,3.543879976,0.066666667
3.546666667,0.286708148,0,0,3.882026144,0.06
