0.967741935,0.326530612,1.149193548,0.081632653,0.967741935,0.032653061
1.633064516,0.448979592,1.754032258,0.204081633,1.391129032,0.042857143
2.600806452,0.591836735,2.600806452,0.387755102,2.358870968,0.046938776
2.600806452,0.591836735,3.266129032,0.551020408,3.084677419,0.042857143
3.447580645,0.673469388,4.052419355,0.755102041,3.568548387,0.036734694
4.112903226,0.693877551,4.899193548,0.897959184,4.657258065,0.02244898
4.838709677,0.755102041,5.564516129,1.020408163,5.383064516,0.014285714
5.504032258,0.775510204,6.411290323,1.163265306,5.806451613,0.006122449
6.350806452,0.775510204,7.137096774,1.265306122,6.471774194,0.008163265
7.560483871,0.775510204,8.225806452,1.346938776,7.258064516,0.010204082
8.407258065,0.734693878,9.133064516,1.448979592,8.165322581,0.012244898
9.375,0.693877551,10.04032258,1.489795918,9.193548387,0.016326531
10.28225806,0.653061224,11.55241935,1.591836735,10.40322581,0.018367347
11.49193548,0.612244898,12.94354839,1.612244898,11.55241935,0.018367347
14.51612903,0.530612245,14.51612903,1.653061224,13.00403226,0.018367347
0,0,0,0,14.5766129,0.020408163
