1.056338028,0.092929293,0,0,1.026156942,-0.005306122,0,0,1.026156942,1.857142857,0,0,0,0,0,0,1.026156942,0.083333333,0.995975855,0.238383838,0,0,0.905432596,-0.025714286,0,0,1.026156942,0.040816327,0,0,0,0,0,0,0.905432596,0.003080808,0,0,0,0,0,0
1.418511066,0.084848485,0,0,1.690140845,-0.013469388,0,0,1.448692153,1.734693878,0,0,0,0,0,0,1.99195171,0.084343434,1.659959759,0.408080808,0,0,1.207243461,-0.032244898,0,0,1.931589537,0.12244898,0,0,0,0,0,0,1.207243461,0.003888889,0,0,0,0,0,0
2.022132797,0.084848485,0,0,2.655935614,-0.024897959,0,0,2.535211268,1.530612245,0,0,0,0,0,0,2.957746479,0.086363636,3.048289738,0.545454545,0,0,1.509054326,-0.037142857,0,0,3.199195171,0.387755102,0,0,0,0,0,0,1.207243461,0.003888889,0,0,0,0,0,0
2.625754527,0.117171717,0,0,3.863179074,-0.036326531,0,0,4.828973843,1.346938776,0,0,0,0,0,0,3.983903421,0.085353535,4.134808853,0.561616162,0,0,1.99195171,-0.037142857,0,0,4.346076459,0.653061224,0,0,0,0,0,0,1.629778672,0.003787879,0,0,0,0,0,0
3.048289738,0.141414141,0,0,4.647887324,-0.037959184,0,0,7.243460765,1.306122449,0,0,0,0,0,0,4.949698189,0.085353535,5.643863179,0.521212121,0,0,2.474849095,-0.032244898,0,0,6.277665996,0.918367347,0,0,0,0,0,0,1.931589537,0.003484848,0,0,0,0,0,0
3.531187123,0.173737374,0,0,5.734406439,-0.037142857,0,0,8.812877264,1.346938776,0,0,0,0,0,0,6.458752515,0.085353535,6.307847082,0.480808081,0,0,3.018108652,-0.025714286,0,0,8.14889336,1.06122449,0,0,0,0,0,0,2.173038229,0.003080808,0,0,0,0,0,0
4.315895372,0.23030303,0,0,7.364185111,-0.031428571,0,0,10.86519115,1.428571429,0,0,0,0,0,0,7.907444668,0.085353535,7.394366197,0.432323232,0,0,4.346076459,-0.007755102,0,0,9.53722334,1.142857143,0,0,0,0,0,0,2.474849095,0.002575758,0,0,0,0,0,0
5.040241449,0.294949495,0,0,9.235412475,-0.024081633,0,0,13.09859155,1.571428571,0,0,0,0,0,0,10.32193159,0.085353535,9.084507042,0.343434343,0,0,5.55331992,0.00122449,0,0,11.34808853,1.204081633,0,0,0,0,0,0,2.897384306,0.001767677,0,0,0,0,0,0
5.764587525,0.351515152,0,0,11.16700201,-0.018367347,0,0,14.5472837,1.653061224,0,0,0,0,0,0,11.58953722,0.085353535,10.35211268,0.286868687,0,0,7.243460765,0.009387755,0,0,13.03822938,1.244897959,0,0,0,0,0,0,3.621730382,0.000858586,0,0,0,0,0,0
6.609657948,0.432323232,0,0,14.5472837,-0.010204082,0,0,0,0,0,0,0,0,0,0,12.49496982,0.085353535,12.34406439,0.222222222,0,0,9.476861167,0.011020408,0,0,14.42655936,1.285714286,0,0,0,0,0,0,4.225352113,0.000353535,0,0,0,0,0,0
8.118712274,0.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.94366197,0.085353535,14.3360161,0.173737374,0,0,12.73641851,0.008571429,0,0,0,0,0,0,0,0,0,0,4.949698189,0.000252525,0,0,0,0,0,0
9.567404427,0.618181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5472837,0.085353535,0,0,0,0,14.48692153,0.006938776,0,0,0,0,0,0,0,0,0,0,5.915492958,0.000252525,0,0,0,0,0,0
10.71428571,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.303822938,0.000252525,0,0,0,0,0,0
12.04225352,0.723232323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.390342052,0.000454545,0,0,0,0,0,0
13.73239437,0.747474747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.778672032,0.000454545,0,0,0,0,0,0
14.51710262,0.763636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.92555332,0.000454545,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.43460765,0.000555556,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.58148893,0.000454545,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5472837,0.000454545,0,0,0,0,0,0
