0.389483872,2.209948773,0.396679587,0.753177577,0.3936,0.582061538
0.389106161,2.073972506,0.440896553,0.708339587,0.3872,0.312851282
0.433581731,2.085177957,0.490723442,0.680284792,0.432,0.338348718
0.49462941,2.062342128,0.562720917,0.646601959,0.4768,0.235641026
0.566473352,1.926161267,0.701085241,0.556856114,0.56,0.235374359
0.566190068,1.824179067,0.795170497,0.4951573,0.56,0.152041026
0.693242892,1.563195914,0,0,0.6816,0.081138462
0.803345897,1.200277776,0,0,0.7904,0.080789744
0.973741157,0.542571273,0,0,0.9696,0.118676923
0.985009561,0.599196575,0,0,0.9696,0.080215385
